"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,2.98,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,2.951,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,2.966,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2000","2000","PC","Percentage","0","Units",,,2.147,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2001","2001","PC","Percentage","0","Units",,,2.415,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2002","2002","PC","Percentage","0","Units",,,2.611,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2003","2003","PC","Percentage","0","Units",,,2.975,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2004","2004","PC","Percentage","0","Units",,,3.006,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2005","2005","PC","Percentage","0","Units",,,2.884,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2006","2006","PC","Percentage","0","Units",,,3.035,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2007","2007","PC","Percentage","0","Units",,,3.382,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2008","2008","PC","Percentage","0","Units",,,3.502,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,3.704,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2010","2010","PC","Percentage","0","Units",,,3.637,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,3.381,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,3.459,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,3.556,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,3.632,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,3.396,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2000","2000","PC","Percentage","0","Units",,,1.973,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2001","2001","PC","Percentage","0","Units",,,2.207,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2002","2002","PC","Percentage","0","Units",,,2.563,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2003","2003","PC","Percentage","0","Units",,,2.682,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2004","2004","PC","Percentage","0","Units",,,2.667,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2005","2005","PC","Percentage","0","Units",,,2.629,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2006","2006","PC","Percentage","0","Units",,,2.662,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2007","2007","PC","Percentage","0","Units",,,2.788,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2008","2008","PC","Percentage","0","Units",,,3.299,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2009","2009","PC","Percentage","0","Units",,,3.85,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2010","2010","PC","Percentage","0","Units",,,3.683,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2011","2011","PC","Percentage","0","Units",,,3.525,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2012","2012","PC","Percentage","0","Units",,,3.451,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2013","2013","PC","Percentage","0","Units",,,3.238,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2014","2014","PC","Percentage","0","Units",,,2.943,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2015","2015","PC","Percentage","0","Units",,,2.212,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2000","2000","PC","Percentage","0","Units",,,1.168,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2001","2001","PC","Percentage","0","Units",,,1.225,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2002","2002","PC","Percentage","0","Units",,,1.122,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2003","2003","PC","Percentage","0","Units",,,1.215,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2004","2004","PC","Percentage","0","Units",,,1.23,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2005","2005","PC","Percentage","0","Units",,,1.217,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2006","2006","PC","Percentage","0","Units",,,1.297,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2007","2007","PC","Percentage","0","Units",,,1.325,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2008","2008","PC","Percentage","0","Units",,,1.366,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2009","2009","PC","Percentage","0","Units",,,1.511,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2010","2010","PC","Percentage","0","Units",,,1.356,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,1.352,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,1.398,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,1.435,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,1.776,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,1.956,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2000","2000","PC","Percentage","0","Units",,,0.62,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2001","2001","PC","Percentage","0","Units",,,0.676,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2002","2002","PC","Percentage","0","Units",,,0.709,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2003","2003","PC","Percentage","0","Units",,,0.71,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2004","2004","PC","Percentage","0","Units",,,0.752,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,0.781,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2006","2006","PC","Percentage","0","Units",,,0.767,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,0.773,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2008","2008","PC","Percentage","0","Units",,,0.827,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,0.901,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2010","2010","PC","Percentage","0","Units",,,1.234,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,1.294,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2012","2012","PC","Percentage","0","Units",,,1.238,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2013","2013","PC","Percentage","0","Units",,,1.232,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,1.276,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,1.309,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2000","2000","PC","Percentage","0","Units",,,0.105,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2001","2001","PC","Percentage","0","Units",,,0.137,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2002","2002","PC","Percentage","0","Units",,,0.134,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2003","2003","PC","Percentage","0","Units",,,0.156,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2004","2004","PC","Percentage","0","Units",,,0.189,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2005","2005","PC","Percentage","0","Units",,,0.232,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2006","2006","PC","Percentage","0","Units",,,0.492,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2007","2007","PC","Percentage","0","Units",,,0.435,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2008","2008","PC","Percentage","0","Units",,,0.565,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2009","2009","PC","Percentage","0","Units",,,0.679,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2010","2010","PC","Percentage","0","Units",,,0.699,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2011","2011","PC","Percentage","0","Units",,,0.702,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2012","2012","PC","Percentage","0","Units",,,0.871,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2013","2013","PC","Percentage","0","Units",,,1.2,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2014","2014","PC","Percentage","0","Units",,,1.181,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2015","2015","PC","Percentage","0","Units",,,1.195,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2000","2000","PC","Percentage","0","Units",,,2.971,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2001","2001","PC","Percentage","0","Units",,,3.071,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2002","2002","PC","Percentage","0","Units",,,3.355,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2003","2003","PC","Percentage","0","Units",,,3.745,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2004","2004","PC","Percentage","0","Units",,,3.691,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2005","2005","PC","Percentage","0","Units",,,3.598,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2006","2006","PC","Percentage","0","Units",,,3.383,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2007","2007","PC","Percentage","0","Units",,,3.16,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2008","2008","PC","Percentage","0","Units",,,4.055,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2009","2009","PC","Percentage","0","Units",,,4.089,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2010","2010","PC","Percentage","0","Units",,,3.941,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2011","2011","PC","Percentage","0","Units",,,3.525,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2012","2012","PC","Percentage","0","Units",,,3.614,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2013","2013","PC","Percentage","0","Units",,,3.615,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2014","2014","PC","Percentage","0","Units",,,3.438,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2015","2015","PC","Percentage","0","Units",,,3.367,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2000","2000","PC","Percentage","0","Units",,,0.601,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2001","2001","PC","Percentage","0","Units",,,0.64,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2002","2002","PC","Percentage","0","Units",,,0.738,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2003","2003","PC","Percentage","0","Units",,,0.932,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2004","2004","PC","Percentage","0","Units",,,0.818,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2005","2005","PC","Percentage","0","Units",,,0.898,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2006","2006","PC","Percentage","0","Units",,,0.911,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2007","2007","PC","Percentage","0","Units",,,0.914,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2008","2008","PC","Percentage","0","Units",,,1.018,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2009","2009","PC","Percentage","0","Units",,,0.989,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2010","2010","PC","Percentage","0","Units",,,1.04,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2011","2011","PC","Percentage","0","Units",,,1.001,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2012","2012","PC","Percentage","0","Units",,,0.989,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2013","2013","PC","Percentage","0","Units",,,0.977,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2014","2014","PC","Percentage","0","Units",,,0.969,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,1.03,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2000","2000","PC","Percentage","0","Units",,,1.455,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2001","2001","PC","Percentage","0","Units",,,1.451,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2002","2002","PC","Percentage","0","Units",,,1.607,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2003","2003","PC","Percentage","0","Units",,,1.69,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2004","2004","PC","Percentage","0","Units",,,1.67,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,1.667,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,1.786,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,1.84,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,1.485,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,1.611,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,1.565,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,1.519,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,1.422,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,1.352,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,1.278,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,1.455,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2000","2000","PC","Percentage","0","Units",,,2.644,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2001","2001","PC","Percentage","0","Units",,,2.515,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2002","2002","PC","Percentage","0","Units",,,2.473,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2003","2003","PC","Percentage","0","Units",,,2.384,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2004","2004","PC","Percentage","0","Units",,,2.27,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2005","2005","PC","Percentage","0","Units",,,2.615,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2006","2006","PC","Percentage","0","Units",,,2.982,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2007","2007","PC","Percentage","0","Units",,,3.03,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2008","2008","PC","Percentage","0","Units",,,3.254,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2009","2009","PC","Percentage","0","Units",,,3.477,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2010","2010","PC","Percentage","0","Units",,,3.412,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,3.304,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,3.186,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,2.828,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2014","2014","PC","Percentage","0","Units",,,2.682,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2015","2015","PC","Percentage","0","Units",,,2.593,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2000","2000","PC","Percentage","0","Units",,,2.995,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2001","2001","PC","Percentage","0","Units",,,3.128,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2002","2002","PC","Percentage","0","Units",,,3.025,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2003","2003","PC","Percentage","0","Units",,,3.073,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2004","2004","PC","Percentage","0","Units",,,2.971,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2005","2005","PC","Percentage","0","Units",,,2.791,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2006","2006","PC","Percentage","0","Units",,,2.692,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2007","2007","PC","Percentage","0","Units",,,2.744,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2008","2008","PC","Percentage","0","Units",,,2.726,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2009","2009","PC","Percentage","0","Units",,,3.181,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2010","2010","PC","Percentage","0","Units",,,3.146,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,3.106,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2012","2012","PC","Percentage","0","Units",,,3.042,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2013","2013","PC","Percentage","0","Units",,,3.084,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2014","2014","PC","Percentage","0","Units",,,3.155,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,3.259,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2000","2000","PC","Percentage","0","Units",,,1.181,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2001","2001","PC","Percentage","0","Units",,,1.185,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2002","2002","PC","Percentage","0","Units",,,1.176,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2003","2003","PC","Percentage","0","Units",,,1.126,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2004","2004","PC","Percentage","0","Units",,,1.231,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2005","2005","PC","Percentage","0","Units",,,1.209,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2006","2006","PC","Percentage","0","Units",,,1.189,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2007","2007","PC","Percentage","0","Units",,,1.156,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2008","2008","PC","Percentage","0","Units",,,1.246,,
"10","Public","5","Family","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","POL","Poland","2009","2009","PC","Percentage","0","Units",,,1.288,,
